Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,media,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain,treatment
SRR5766582,OTHER,58,1704426496,PRJNA392312,SAMN07291048,853094850,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965977,GSM2689677,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689677,Yeast,SRP110707,BY4741 with trm7D::kanMX,Cycloheximide
SRR5766583,OTHER,55,1673863392,PRJNA392312,SAMN07290960,847985847,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965978,GSM2689678,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689678,Yeast,SRP110707,BY4741 with trm7D::kanMX,Cycloheximide
SRR5766584,OTHER,59,1484907445,PRJNA392312,SAMN07290961,744191355,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965979,GSM2689679,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689679,Yeast,SRP110707,BY4741 with trm7D::kanMX,Cycloheximide
SRR5766585,OTHER,55,1658170782,PRJNA392312,SAMN07290972,843318488,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965980,GSM2689680,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689680,Yeast,SRP110707,BY4741 with trm7D::kanMX,Cycloheximide
SRR5766586,OTHER,58,1252531042,PRJNA392312,SAMN07290973,632392817,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965981,GSM2689681,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689681,Yeast,SRP110707,BY4741 with trm7D::kanMX,Cycloheximide
SRR5766587,OTHER,55,1674135034,PRJNA392312,SAMN07291047,848196749,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965982,GSM2689682,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689682,Yeast,SRP110707,BY4741 with trm7D::kanMX,Cycloheximide
SRR5766588,OTHER,58,1665557256,PRJNA392312,SAMN07291042,835486362,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965983,GSM2689683,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689683,Yeast,SRP110707,BY4741 with trm3D::kanMX,Cycloheximide
SRR5766589,OTHER,55,1612054598,PRJNA392312,SAMN07291043,815928162,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965984,GSM2689684,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689684,Yeast,SRP110707,BY4741 with trm3D::kanMX,Cycloheximide
SRR5766590,OTHER,58,1514604080,PRJNA392312,SAMN07291041,758695775,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965985,GSM2689685,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689685,Yeast,SRP110707,BY4741 with trm3D::kanMX,Cycloheximide
SRR5766591,OTHER,56,1530668504,PRJNA392312,SAMN07291040,781592019,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965986,GSM2689686,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689686,Yeast,SRP110707,BY4741 with trm3D::kanMX,Cycloheximide
SRR5766592,OTHER,58,1287460558,PRJNA392312,SAMN07291036,647799386,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965987,GSM2689687,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689687,Yeast,SRP110707,BY4741 with trm3D::kanMX,Cycloheximide
SRR5766593,OTHER,55,1621225345,PRJNA392312,SAMN07291038,822750554,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965988,GSM2689688,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689688,Yeast,SRP110707,BY4741 with trm3D::kanMX,Cycloheximide
SRR5766594,OTHER,57,1549678084,PRJNA392312,SAMN07291037,804462860,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965989,GSM2689689,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689689,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766595,OTHER,56,1630753465,PRJNA392312,SAMN07291039,843269709,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965990,GSM2689690,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689690,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766596,OTHER,56,1237797687,PRJNA392312,SAMN07291029,645060317,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965991,GSM2689691,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689691,Yeast,SRP110707,BY4741 with trm3D::kanMX,Cycloheximide
SRR5766597,OTHER,56,1619704184,PRJNA392312,SAMN07291028,839334055,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965992,GSM2689692,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689692,Yeast,SRP110707,BY4741 with trm3D::kanMX,Cycloheximide
SRR5766598,OTHER,56,1637381265,PRJNA392312,SAMN07291030,846072101,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965993,GSM2689693,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689693,Yeast,SRP110707,BY4741 with trm7D::kanMX,Cycloheximide
SRR5766599,OTHER,56,1496107980,PRJNA392312,SAMN07291031,774397216,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965994,GSM2689694,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689694,Yeast,SRP110707,BY4741 with trm7D::kanMX,Cycloheximide
SRR5766600,OTHER,57,1620323102,PRJNA392312,SAMN07291032,839737119,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965995,GSM2689695,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689695,Yeast,SRP110707,BY4741 with trm13D::kanMX,Cycloheximide
SRR5766601,OTHER,58,1524422236,PRJNA392312,SAMN07291035,791551848,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965996,GSM2689696,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689696,Yeast,SRP110707,BY4741 with trm13D::kanMX,Cycloheximide
SRR5766602,OTHER,58,1581522282,PRJNA392312,SAMN07291034,820162061,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965997,GSM2689697,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689697,Yeast,SRP110707,BY4741 with trm44D::kanMX,Cycloheximide
SRR5766603,OTHER,58,1620875228,PRJNA392312,SAMN07291033,840628939,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965998,GSM2689698,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689698,Yeast,SRP110707,BY4741 with trm44D::kanMX,Cycloheximide
SRR5766604,OTHER,57,1376180654,PRJNA392312,SAMN07291024,718216146,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965999,GSM2689699,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689699,Yeast,SRP110707,BY4741 with trm732D::kanMX,Cycloheximide
SRR5766605,OTHER,57,1582134169,PRJNA392312,SAMN07291025,819404692,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2966000,GSM2689700,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689700,Yeast,SRP110707,BY4741 with trm732D::kanMX,Cycloheximide
SRR5766606,OTHER,57,1539735894,PRJNA392312,SAMN07291026,800749957,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2966001,GSM2689701,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689701,Yeast,SRP110707,BY4741 with rtt10D::kanMX,Cycloheximide
SRR5766607,OTHER,58,1501882193,PRJNA392312,SAMN07291027,780038071,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2966002,GSM2689702,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689702,Yeast,SRP110707,BY4741 with rtt10D::kanMX,Cycloheximide
